00,Total,47026208
01,Andalucia,8414240
02,Aragon,1319291
03,Principado_de_Asturias,1022800
04,Illes_Balears,1149460
05,Canarias,2153389
06,Cantabria,581078
07,Castilla_y_Leon,2399548
08,Castilla_La_Mancha,2032863
09,Catalunya,7675217
10,Comunidad_Valenciana,5003769
11,Extremadura,1067710
12,Galicia,2699499
13,Comunidad_de_Madrid,6663394
14,Region_de_Murcia,1493898
15,Comunidad_Foral_de_Navarra,654214
16,Pais_Vasco,2207776
17,La_Rioja,316798
18,Ceuta,84777
19,Melilla,86487
